Timestamp,Gender,Faculty,Arts Program,Bachelor  Academic Year in EU,Masters Academic Year in EU,H.S.C or Equivalent study medium,S.S.C (GPA),H.S.C (GPA),Did you ever attend a Coaching center?,Coaching center name,Benifits you received from the coaching center,1st Year Semester 1,1st Year Semester 2,1st Year Semester 3,2nd Year Semester 1,2nd Year Semester 2,2nd Year Semester 3,3rd Year Semester 1,3rd Year Semester 2,3rd Year Semester 3,4th Year Semester 1,4th Year Semester 2,4th Year Semester 3,Regular/Irregular,Classes are mostly,Area of Evaluation [Department provides comprehensive guidelines to the students in advance by means of a brochure/handbook    ],Area of Evaluation [Department ensures a conducive learning environment],Area of Evaluation [Academic decisions are taken with fairness and transparency],Area of Evaluation [	Academic calendar is maintained properly],Area of Evaluation [Results are published timely in compliance with the ordinance],Area of Evaluation [Students opinion regarding academic and extra-academic matters are addressed properly],Area of Evaluation [Student feedback process is in practice],Area of Evaluation [Website is informative and updated properly],Area of Evaluation [Curriculum load is optimum and induces no pressure],Area of Evaluation [Courses in the curriculum from lower level to higher are properly arranged],Area of Evaluation [Teaching strategies are clearly stated in the curriculumsparency],Area of Evaluation [Assessment strategies are clearly stated in the curriculum ],Item [Teaching-learning is interactive and supportive ],Item [	Class size is optimum for interactive teaching learning],Item [	Modern devices are used to improve teaching-learning process],Item [Diverse methods are used to achieve learning objectives ],Item [Lesson plans/course outlines are provided in advance to the students ],Item [	All about assessment system are duly communicated to students on the commencement of the term/semester],Item [Assessment system meets the objectives of the course],Item [Diverse methods and tools are used for assessment.],Item [Assessment feedback is provided to the students immediately.],Item [The questions of examinations reflect the content of the course.],"Item [	Both formative (quizzes, assignments, term papers, continuous assessments, presentations etc.) and summative assessment (final examination only) strategies are followed.]",Item [Admission policy ensures entry of quality students.],Item [Admission procedure is quite fair],Item [Sincerity and commitment of the students exist to ensure desired progress and achievement.],Item [Overall classroom facilities are suitable for ensuring effective learning.],Item [Laboratories facilities are suitable for practical teaching-learning and research],Item [The library has adequate up-to-date reading and reference materials to meet the academic & research needs ],Item [Internet facilities with sufficient speed are available],Item [Adequate indoor and outdoor medical facilities are available],Item [Adequate indoor and outdoor game facilities are available],Item [Existing gymnasium facilities are good enough],Item [Adequate safety measures are available],Item [There is an arrangement to provide guidance and counseling. ],Item [Mentoring is done to take care of the students],Item [Scholarships/ grants available to students in case of hardship],Item [Students are encouraged to involve in co- curricular and extra-curricular activities],Item [Alumni are organized and supportive.],Item [Supporting staff are adequate and co-operative],Item [There are opportunities to get involve with community services],Item [The department has a research and development policy ],Item [Mechanism exists for engaging the students in research and development],"Item [Research findings in the form of theses, publications and monographs are properly used in current teaching-learning]",Item [The department has a community service policy ],Q1 [What was your expectation about the University as related to quality of education?],Q2 [What was your expectation about the University as related to quality of Faculty?],Q3 [What was your expectation about the University as related to quality of resources?],Q4 [What was your expectation about the University as related to quality of learning environment?],Q5 [To what extent your expectation was met?],Q6 [What are the best aspects of the program?],"Q7. In your opinion,the best aspect of the program is","Q8. In your opinion,the next best aspect of the program is",What aspects of the program could be improved?,Do you feel that the quality of education improved at EU over the last year?,Do you feel that the image of the University improved over the last year?,Username
1/26/2016 14:42,Female,Arts,B.A. in English,1st Year,,Bangla Medium,4.56,3.69,Yes,udvash,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",2.48,2.63,,,,,,,,,,,0.0,Lecture & Lab,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Faculty,Other,Resources,,,
1/26/2016 14:43,Female,Arts,B.A. in English,1st Year,,Bangla Medium,5.0,4.7,No,,,2.86,2.9,,,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,,3.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,Teaching/Learning,Faculty,Overall learning environment,,,
1/26/2016 16:22,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,4.94,4.2,No,,,2.77,3.08,3.2,3.23,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes,
1/26/2016 16:22,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,3.38,3.7,No,,,3.2,3.36,3.44,3.38,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Overall learning environment,Other,Yes,Yes,
1/26/2016 16:32,Male,Arts,B.A. in English,2nd Year,,Bangla Medium,5.0,5.0,Yes,Focus Couching centre,"It prepared me better for the exam, It improved my understanding of subject matter",3.46,3.45,3.47,3.46,,3.5,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,Teaching/Learning,Faculty,Faculty,Yes,Yes,
1/26/2016 17:02,Male,Arts,B.A. in English,1st Year,,Bangla Medium,4.63,3.4,Yes,u.u.c,It prepared me better for the exam,3.46,3.45,3.47,3.43,,,,,,,,,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,5.0,5.0,4.0,4.0,4.0,4.0,5.0,Faculty,Faculty,"Faculty, Teaching/Learning, Overall learning environment",Yes,Yes,
1/26/2016 17:10,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,4.65,4.8,No,,,2.5,2.45,2.55,2.54,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Overall learning environment,Yes,Yes,
1/26/2016 17:10,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,5.0,4.4,Yes,udvash,It improved my understanding of subject matter,3.59,3.64,3.69,3.69,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,4.0,2.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:12,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,3.32,3.5,Yes,UCC,It improved my GPA Score,2.5,2.14,2.47,2.41,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,Faculty,Teaching/Learning,Teaching/Learning,Yes,Yes,
1/26/2016 17:12,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,5.0,3.5,Yes,ucc,It prepared me better for the exam,3.39,3.36,3.46,3.46,3.43,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:13,Male,Arts,B.A. in English,2nd Year,,Bangla Medium,4.38,4.86,Yes,Saifors,It prepared me better for the exam,2.95,3.25,3.27,3.3,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:13,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,4.38,4.5,Yes,success ,It prepared me better for the exam,3.0,3.13,3.21,3.2,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes,
1/26/2016 17:13,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,4.75,4.1,Yes,Saifurs,It prepared me better for the exam,2.84,3.05,3.1,3.09,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/26/2016 17:14,Female,Arts,B.A. in English,2nd Year,,Bangla Medium,4.69,4.4,No,,,2.73,3.07,3.18,3.2,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/27/2016 12:13,Female,Arts,B.A. in English,4th Year,,Bangla Medium,4.0,4.0,No,,,3.66,3.52,3.65,3.69,3.69,3.68,3.69,3.67,3.65,3.64,3.62,,0.0,Lecture & Discussion,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,Faculty,Teaching/Learning,Overall learning environment,Yes,Yes,
1/27/2016 12:13,Male,Arts,B.A. in English,4th Year,,Bangla Medium,4.69,3.8,Yes,Modick ,It prepared me better for the exam,3.05,3.2,3.26,3.24,3.28,3.3,3.32,3.33,3.36,3.37,3.37,3.39,0.0,Lecture & Discussion,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,,,Resources,Yes,,
1/27/2016 12:15,Male,Arts,B.A. in English,4th Year,,Bangla Medium,3.13,3.8,No,,,2.57,2.64,2.7,2.7,2.64,2.67,2.68,2.62,2.59,2.5,2.48,2.53,0.0,Lecture & Discussion,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Resources,"Faculty, Teaching/Learning",Yes,Yes,
1/27/2016 12:17,Male,Arts,B.A. in English,4th Year,,English Medium,3.5,3.0,Yes,Tasveer Academy,It prepared me better for the exam,3.41,3.4,3.46,3.49,3.49,3.52,3.46,3.48,3.48,3.48,3.48,,0.0,,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,,Teaching/Learning,Faculty,Overall learning environment,Yes,Yes,
1/27/2016 14:44,Female,Arts,B.A. in English,3rd Year,,Bangla Medium,5.0,5.0,No,,,3.36,3.26,3.15,3.1,3.05,3.04,2.98,,,,,,0.0,Lecture & Discussion,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,Faculty,Faculty,Other,Yes,Yes,
1/27/2016 14:46,Female,Arts,B.A. in English,3rd Year,,Bangla Medium,2.8,4.0,No,,,3.11,3.08,3.04,3.07,3.08,3.07,3.04,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,2.0,4.0,4.0,3.0,Teaching/Learning,Faculty,Resources,Yes,Yes,
1/27/2016 14:53,Male,Arts,B.A. in English,3rd Year,,Bangla Medium,4.5,4.5,No,,,3.36,3.26,3.15,3.1,3.05,3.04,2.98,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,1.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,Faculty,Overall learning environment,Resources,Yes,Yes,
1/29/2016 16:35,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,4.88,4.73,Yes,saifurs,It increased my desire to learn,3.5,3.54,,,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,2.0,5.0,2.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,,3.0,4.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,Yes,Yes,
1/29/2016 16:40,Male,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,5.0,5.0,No,,,3.12,,,,,,,,,,,,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,Teaching/Learning,Overall learning environment,"Faculty, Resources, Teaching/Learning",,No,
1/29/2016 16:40,Male,Arts,M. A. in ELT (2Year),,1st Year,Bangla Medium,3.38,3.5,No,,,3.38,3.21,,,,,,,,,,,0.0,Lecture & Discussion,4.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,Teaching/Learning,Teaching/Learning,Overall learning environment,,,
1/29/2016 16:40,Female,Arts,M. A. in ELT (2Year),,1st Year,Bangla Medium,1.0,1.0,No,,,0.0,2.3,2.53,,,,,,,,,,0.0,Lecture & Discussion,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Teaching/Learning,Yes,Yes,
1/29/2016 16:43,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,4.06,4.3,Yes,Saifurs,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn, It allow me to make good friends",3.13,3.11,,,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,Teaching/Learning,Faculty,"Resources, Overall learning environment",,,
1/29/2016 16:43,Male,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,4.25,3.6,Yes,"E.HAQUE COACHING CENTER. WARI, DHAKA - 1203",It prepared me better for the exam,3.13,3.18,,,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,Teaching/Learning,Teaching/Learning,Faculty,Yes,Yes,
1/29/2016 16:44,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,4.31,4.1,Yes,Bright coaching center,"It prepared me better for the exam, It improved my understanding of subject matter, It increased my desire to learn",2.63,2.78,,,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,Faculty,Resources,Faculty,Yes,No,
1/29/2016 16:50,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,5.0,5.0,No,,,3.75,,,,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,,4.0,4.0,,4.0,4.0,,5.0,,,5.0,,,,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,Teaching/Learning,Faculty,Overall learning environment,,,
1/29/2016 16:50,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,5.0,5.0,No,,,3.5,,,,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,5.0,,,,3.0,3.0,3.0,3.0,,5.0,4.0,4.0,4.0,3.0,Teaching/Learning,Faculty,Overall learning environment,,,
1/29/2016 16:54,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,3.94,3.9,Yes,Focus,It prepared me better for the exam,3.25,3.25,,,,,,,,,,,0.0,"Lecture,Discussion & Practical Lab",5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,2.0,Other,Teaching/Learning,Faculty,,,
1/29/2016 16:54,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,5.0,4.7,No,,,,,,,,,,,,,,,0.0,Lecture & Discussion,5.0,5.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,3.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,Teaching/Learning,Other,Faculty,,,
1/29/2016 16:56,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,3.56,3.31,Yes,"HOME TUTOR, Srijon","It prepared me better for the exam, It improved my GPA Score, It improved my understanding of subject matter, It increased my desire to learn",2.69,2.75,,,,,,,,,,,0.0,Lecture & Discussion,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,3.0,3.0,,4.0,Resources,Faculty,Teaching/Learning,Yes,Yes,
1/29/2016 16:59,Female,Arts,M. A. in ELT (2Year),,2nd Year,Bangla Medium,3.44,3.6,Yes,uni aid,It prepared me better for the exam,3.63,3.38,3.36,3.38,,,,,,,,,0.0,Lecture & Discussion,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,Teaching/Learning,Overall learning environment,"Faculty, Resources",,,
1/29/2016 17:01,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,4.13,3.4,No,,,3.44,3.43,,,,,,,,,,,0.0,Lecture & Discussion,4.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,Teaching/Learning,Faculty,Overall learning environment,No,No,
1/29/2016 17:03,Female,Arts,M. A. in ELT (1.4 Year),,1st Year,Bangla Medium,5.0,4.8,Yes,Omega coaching Center,It improved my understanding of subject matter,3.5,3.61,,,,,,,,,,,0.0,Lecture based,4.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,Other,Overall learning environment,Teaching/Learning,No,No,
